rank,title,artist,year,preview_url
11,Missing You,John Waite,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bd/53/5b/bd535bb3-b864-24c0-924a-4439305e91d9/mzaf_16550217297444597668.plus.aac.p.m4a
12,All Night Long (All Night),Lionel Richie,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c3/ca/1b/c3ca1bb1-ec6a-061f-e521-a923dea8d611/mzaf_811433840244553048.plus.aac.p.m4a
13,Let's Hear It for the Boy,Deniece Williams,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9a/84/3d/9a843d94-8921-44ee-1378-dfbdc8ab37fd/mzaf_1098614246086706370.plus.aac.p.m4a
14,Dancing in the Dark,Bruce Springsteen,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/89/64/74/89647483-b4f3-4443-0610-044c8c269b28/mzaf_12135946663075154986.plus.aac.p.m4a
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/50/5e/c6/505ec653-bb11-bb73-7f92-834668c0a1f2/mzaf_229487064853497271.plus.aac.p.m4a
16,The Reflex,Duran Duran,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c3/23/18/c3231846-51f1-de62-6439-652259fa9156/mzaf_2953842448970538754.plus.aac.p.m4a
17,Time After Time,Cyndi Lauper,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/56/b9/06/56b90640-2855-a01b-b637-8a430b8ee51e/mzaf_18392425720477378851.plus.aac.p.m4a
18,Jump (For My Love),The Pointer Sisters,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/22/de/27/22de2796-9a72-ed84-b67d-5d785225fe0e/mzaf_9388782704384284146.plus.aac.p.m4a
19,Talking in Your Sleep,The Romantics,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8e/96/f3/8e96f3bc-4c9c-6f7d-5e95-04bb58f15b95/mzaf_17637514620218052946.plus.aac.p.m4a
20,Self Control,Laura Branigan,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/33/60/2a/33602a58-56b6-8e09-375a-f3226a963c40/mzaf_6629586245095299997.plus.aac.p.m4a
21,Let's Go Crazy,Prince and The Revolution,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/86/46/0f/86460fb7-7854-04c3-2daa-c62cd5cb8d3b/mzaf_13105708479722137313.plus.aac.p.m4a
22,Say It Isn't So,Hall & Oates,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/dd/81/03/dd810311-26a3-a242-d119-92c5ff884afc/mzaf_12699880749815251529.plus.aac.p.m4a
23,Hold Me Now,Thompson Twins,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/7f/80/80/7f808005-33fa-8a80-f6e4-fd68ccaf3749/mzaf_4313439168413386995.plus.aac.p.m4a
24,Joanna,Kool & The Gang,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/48/54/55/48545530-a0f8-9175-30c1-533dfa3b448d/mzaf_13677351235325756753.plus.aac.p.m4a
25,I Just Called to Say I Love You,Stevie Wonder,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ab/fd/e1/abfde1d1-1f85-4917-65d1-71808b2cb769/mzaf_680587464000726324.plus.aac.p.m4a
26,Somebody's Watching Me,Rockwell,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/db/73/f9/db73f986-dd44-f263-9f86-ec11f817a6b7/mzaf_1787218590272136319.plus.aac.p.m4a
27,Break My Stride,Matthew Wilder,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4d/fc/d4/4dfcd463-24af-4af4-c5c4-39fb51c1094f/mzaf_16105019763260038519.plus.aac.p.m4a
28,99 Luftballons,Nena,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/bb/ff/c2/bbffc25c-cde2-969f-2a30-663b98319d13/mzaf_11610159524695162783.plus.aac.p.m4a
29,I Can Dream About You,Dan Hartman,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/4f/0b/f3/4f0bf367-9cb5-4533-5b9d-f90ae775ddc3/mzaf_16573061772399640128.plus.aac.p.m4a
30,The Glamorous Life,Sheila E.,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b2/28/61/b2286159-2fe2-f8a7-4d2d-ff06a89a811b/mzaf_2048316053309500186.plus.aac.p.m4a
31,Oh Sherrie,Steve Perry,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/5a/0b/3b/5a0b3b1d-32c6-0dd6-bd7f-1b5f23df4f56/mzaf_9521460112269674891.plus.aac.p.m4a
32,Stuck on You,Lionel Richie,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/df/1f/bd/df1fbdbd-b834-9856-2677-f50fbc55465b/mzaf_1289340662881140997.plus.aac.p.m4a
33,I Guess That's Why They Call It the Blues,Elton John,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c1/0b/7f/c10b7fd7-0465-8684-4014-d1c1d565b5bf/mzaf_12210702179010878353.plus.aac.p.m4a
34,She Bop,Cyndi Lauper,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/08/0e/66/080e6660-6a20-b262-9b7c-6d363b913c5b/mzaf_15441496227783097656.plus.aac.p.m4a
35,Borderline,Madonna,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/62/fa/16/62fa16c2-02d2-f60f-99dc-0648e8a6368f/mzaf_7554935594355376211.plus.aac.p.m4a
36,Sunglasses at Night,Corey Hart,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/6f/6c/16/6f6c16ab-3240-756a-7aa6-1b380d446384/mzaf_8418269714747969705.plus.aac.p.m4a
37,Eyes Without a Face,Billy Idol,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4c/ae/9b/4cae9b2f-f300-1ec5-5cf5-90d6b9b3fd55/mzaf_15855124007979410073.plus.aac.p.m4a
38,Here Comes the Rain Again,Eurythmics,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/58/6a/64/586a643c-fc28-0299-0703-e40da23e3802/mzaf_3248416999237821651.plus.aac.p.m4a
39,Uptown Girl,Billy Joel,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d1/c5/d1/d1c5d1b0-6523-bba8-1ac8-775e41221ee9/mzaf_12674986747338022206.plus.aac.p.m4a
40,Sister Christian,Night Ranger,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/0f/01/b7/0f01b708-116d-f478-619d-eb0bd217b27a/mzaf_5629055477680119708.plus.aac.p.m4a
41,Drive,The Cars,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/f3/6f/37/f36f3799-03a7-0436-8c28-3cd92210f360/mzaf_4194918936110324630.plus.aac.p.m4a
42,Twist of Fate,Olivia Newton-John,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/6a/41/7f/6a417fad-850e-d41e-3038-c9157460ecbf/mzaf_13992146287509577621.plus.aac.p.m4a
43,Union of the Snake,Duran Duran,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/82/ac/2c/82ac2c87-b6ec-dce1-bb29-13bab73f4959/mzaf_18085245977710417625.plus.aac.p.m4a
44,The Heart of Rock & Roll,Huey Lewis and the News,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/4c/44/a9/4c44a94d-d942-b395-def9-48b051488e45/mzaf_13211225018224195680.plus.aac.p.m4a
45,Hard Habit to Break,Chicago,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1d/60/28/1d602886-a6f1-771d-d0e3-5cab6e2d2976/mzaf_18097889919658519641.plus.aac.p.m4a
46,The Warrior,Scandal,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/03/3c/69/033c6943-4192-3dac-3f67-08972b0b9e97/mzaf_6623445577153164968.plus.aac.p.m4a
47,If Ever You're in My Arms Again,Peabo Bryson,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/c7/bc/a2/c7bca296-5824-d04a-9718-f469cb2f219d/mzaf_2786286325441119102.plus.aac.p.m4a
48,Automatic,The Pointer Sisters,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/7f/5b/ea/7f5beadd-2fca-92db-db74-ef25dcd75f5d/mzaf_750623819169595315.plus.aac.p.m4a
49,Let the Music Play,Shannon,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/29/ac/9b/29ac9b0f-bfe7-ff2e-36e2-8e21fae1952f/mzaf_17557546311926941283.plus.aac.p.m4a
50,To All the Girls I've Loved Before,Julio Iglesias and Willie Nelson,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/3d/8a/4f/3d8a4ff3-60d1-ff11-54b7-f65459f1806a/mzaf_12292688912515688364.plus.aac.p.m4a
51,Caribbean Queen,Billy Ocean,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f0/40/4e/f0404e80-a9e4-d254-46d4-03e1c7a3980a/mzaf_10516288041765653234.plus.aac.p.m4a
52,That's All,Genesis,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/5c/03/be/5c03be52-0bdd-5e84-bbb1-cf496ca436f2/mzaf_5271986415892343823.plus.aac.p.m4a
53,Running with the Night,Lionel Richie,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/91/07/87/91078769-721f-8b13-50ad-fcf1416700b3/mzaf_13955054331900087401.plus.aac.p.m4a
54,Sad Songs (Say So Much),Elton John,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/67/69/07/676907ab-52f7-48a9-7436-7bcbe0a7e744/mzaf_4797157722743428694.plus.aac.p.m4a
55,I Want a New Drug,Huey Lewis and the News,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/4c/c9/cb/4cc9cb9e-9489-9421-ce42-bbfb407aeaa1/mzaf_2031302520160260778.plus.aac.p.m4a
56,Islands in the Stream,Kenny Rogers and Dolly Parton,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/2f/b4/50/2fb450da-a981-a86c-ac9b-a2916ff01f8c/mzaf_12706399538852517630.plus.aac.p.m4a
57,Love Is a Battlefield,Pat Benatar,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/55/4d/02/554d02ba-7c9b-f223-d48c-05a3afd7030d/mzaf_1632113132978042843.plus.aac.p.m4a
58,Infatuation,Rod Stewart,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ac/b8/c6/acb8c6e9-e64f-1c26-b6b9-979374acad5e/mzaf_16994050854096124594.plus.aac.p.m4a
59,Almost Paradise,Mike Reno and Ann Wilson,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a8/39/d1/a839d10d-76b4-9d98-b80e-b4be75aa6663/mzaf_17728893622122852136.plus.aac.p.m4a
60,Legs,ZZ Top,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/0e/cb/9d/0ecb9dda-b36d-a9fa-a510-00efec47f211/mzaf_6271693580331028019.plus.aac.p.m4a
61,State of Shock,The Jacksons,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a4/51/0d/a4510d61-4511-60e4-f241-f41e3018f359/mzaf_12825551447806117273.plus.aac.p.m4a
62,Love Somebody,Rick Springfield,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/b0/fa/43/b0fa4353-6a2e-defa-d1da-60b98668cc68/mzaf_8072118890207823844.plus.aac.p.m4a
63,Miss Me Blind,Culture Club,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/08/6d/60/086d60b0-03b3-87cf-53d7-6fc962ecc7e5/mzaf_7592247075019736806.plus.aac.p.m4a
64,If This Is It,Huey Lewis and the News,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d8/5f/64/d85f6472-9fab-ac1a-f2c8-4ab91e698c30/mzaf_11599634947492677219.plus.aac.p.m4a
65,You Might Think,The Cars,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/b1/39/2f/b1392fa1-eb23-cac3-c56c-2cc2fccb6f47/mzaf_16501312567256006652.plus.aac.p.m4a
66,Lucky Star,Madonna,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/c2/c0/8e/c2c08e05-ec2f-dbaa-94c5-179542cdb38b/mzaf_7270535348766151152.plus.aac.p.m4a
67,Cover Me,Bruce Springsteen,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ea/e9/40/eae940ac-ea9a-488c-56af-f0501b806a40/mzaf_4618635410328005800.plus.aac.p.m4a
68,Cum on Feel the Noize,Quiet Riot,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/f8/88/66/f88866b9-d41c-4168-50a8-8c734248c633/mzaf_6142819343376411504.plus.aac.p.m4a
69,Breakdance,Irene Cara,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/44/ce/dd/44cedd95-573b-a317-e4f2-d4d975259bbf/mzaf_8727576197288140783.plus.aac.p.m4a
70,Adult Education,Hall & Oates,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/1f/5c/f5/1f5cf52a-7937-716c-50c6-cd9c5aefa624/mzaf_17679966695989379437.plus.aac.p.m4a
71,They Don't Know,Tracey Ullman,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7b/42/bd/7b42bdee-3cf3-4470-42d5-e5c2e21932e5/mzaf_7497801124391119774.plus.aac.p.m4a
72,An Innocent Man,Billy Joel,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ff/08/24/ff0824e4-85f8-364e-0e3d-5f5ee6340955/mzaf_12188754905919407335.plus.aac.p.m4a
73,Cruel Summer,Bananarama,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/b5/4e/e9/b54ee9bd-a855-3b92-a6b5-041e48d40f7e/mzaf_3264830508140973581.plus.aac.p.m4a
74,Dance Hall Days,Wang Chung,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/78/9a/4b/789a4be0-bab7-a670-9a55-2178e4bdf2e8/mzaf_4796365642192896577.plus.aac.p.m4a
75,Give It Up,KC & the Sunshine Band,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/f6/f8/c5/f6f8c584-b2e0-a789-9cfb-a7e021e37aeb/mzaf_17653194182879175348.plus.aac.p.m4a
76,I'm So Excited,The Pointer Sisters,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/34/7c/14/347c1412-5d9d-b7b4-67ed-8a06683135f2/mzaf_2588790863790002343.plus.aac.p.m4a
77,I Still Can't Get Over Loving You,Ray Parker Jr.,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/90/24/f6/9024f6fd-a77c-0a3e-2891-7b7e8689a949/mzaf_2223556507170843809.plus.aac.p.m4a
78,Thriller,Michael Jackson,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/00/13/3c/00133c94-7a87-30d5-91ea-31c034a8f967/mzaf_2732778722635858690.plus.aac.p.m4a
79,Holiday,Madonna,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/20/24/41/2024419d-2896-7c4e-8555-69b1fd776cef/mzaf_5708773883778178120.plus.aac.p.m4a
80,Breakin'... There's No Stopping Us,Ollie & Jerry,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/66/21/e1/6621e1b9-0628-d637-7221-ccf8a4b30ad5/mzaf_7939412566326961508.plus.aac.p.m4a
81,Nobody Told Me,John Lennon,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/34/61/74/346174e8-0654-1bd1-31c9-fc68bebbeb61/mzaf_7334366304935055280.plus.aac.p.m4a
82,Church of the Poison Mind,Culture Club,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/96/2a/61/962a612f-b09f-f3ad-047f-9be2888ba1fa/mzaf_17669684091563191266.plus.aac.p.m4a
83,Think of Laura,Christopher Cross,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b1/28/d3/b128d3b9-5c6b-fa8f-252c-89261c59f7e4/mzaf_6292061101929612453.plus.aac.p.m4a
84,Time Will Reveal,DeBarge,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e3/45/05/e34505b5-74a7-3689-639b-7cb3f6f26908/mzaf_8757417944629837292.plus.aac.p.m4a
85,Wrapped Around Your Finger,The Police,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d1/16/4e/d1164e4b-d7e7-e059-9ce0-8f0f7637799e/mzaf_4109183272036205013.plus.aac.p.m4a
86,Pink Houses,John Cougar Mellencamp,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/98/9e/0b/989e0b9a-d1d9-b46d-aef3-c954e0a7add8/mzaf_9768377370709333723.plus.aac.p.m4a
87,Round and Round,Ratt,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/42/f8/2c/42f82cb3-f575-6697-ba85-0369f141f820/mzaf_2216942946897076994.plus.aac.p.m4a
88,Head over Heels,The Go-Go's,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d0/83/85/d08385da-9d45-6e54-427b-98e0c71b572d/mzaf_14602577809541120960.plus.aac.p.m4a
89,The Longest Time,Billy Joel,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ba/97/0c/ba970c4e-be98-49bb-26d6-50884792cc06/mzaf_18284527784003548766.plus.aac.p.m4a
90,Tonight,Kool & the Gang,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5a/47/fa/5a47faa5-908b-b53b-f3f4-19be4fd3fb1b/mzaf_5679844538177607456.plus.aac.p.m4a
91,Got a Hold on Me,Christine McVie,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/98/d8/8c/98d88c41-fb64-a8be-b4e5-88ef4b4b4b6f/mzaf_17481061333225450450.plus.aac.p.m4a
92,Dancing in the Sheets,Shalamar,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1d/da/7b/1dda7b17-d8fe-a07b-0b3f-9800aa741500/mzaf_12586036686937688222.plus.aac.p.m4a
93,Undercover of the Night,The Rolling Stones,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/52/60/53/526053f2-a5ed-9e5c-24e8-72cd5ee8ba27/mzaf_10649470216964417212.plus.aac.p.m4a
94,On the Dark Side,John Cafferty & The Beaver Brown Band,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4b/cf/2a/4bcf2aa1-917e-000a-a430-b74a257ecf55/mzaf_5928870460681037120.plus.aac.p.m4a
95,New Moon on Monday,Duran Duran,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7c/31/6d/7c316d64-3755-c11d-82c4-9320cf2686d1/mzaf_14276665725030248630.plus.aac.p.m4a
96,Major Tom (Coming Home),Peter Schilling,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/de/17/46/de17461b-82f8-b2ab-902d-626e3e3a2f3e/mzaf_2578192688856423172.plus.aac.p.m4a
97,Magic,The Cars,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/6a/89/9d/6a899d88-3c84-0986-3ec2-d870e1aaa62c/mzaf_10772165450124947834.plus.aac.p.m4a
98,When You Close Your Eyes,Night Ranger,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/8c/b6/a5/8cb6a5ea-ffd4-5bf0-dded-5b573e1b593c/mzaf_14404970906799600420.plus.aac.p.m4a
99,Rock Me Tonite,Billy Squier,1984,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/5e/e8/24/5ee82425-0cc5-b311-cd72-e05e79a98833/mzaf_12522107998972212665.plus.aac.p.m4a
100,Yah Mo B There,James Ingram and Michael McDonald,1984,https://audio-ssl.itunes.apple.com/itunes-assets/Music/11/6b/63/mzm.ecwlrntj.aac.p.m4a
1,Careless Whisper,Wham!,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0f/4e/f4/0f4ef480-bd07-0c90-e558-326f7badcbda/mzaf_15142448531971444501.plus.aac.p.m4a
2,Like a Virgin,Madonna,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/32/ff/52/32ff5258-b6c0-7174-6426-77909b174452/mzaf_14989024669140887820.plus.aac.p.m4a
3,Wake Me Up Before You Go-Go,Wham!,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/03/76/87/03768718-3473-696b-19d3-75b6855f05f2/mzaf_12222288457900016768.plus.aac.p.m4a
4,I Want to Know What Love Is,Foreigner,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d0/6f/b5/d06fb5dc-1daa-2f05-f294-f6d001750704/mzaf_17304525906139878345.plus.aac.p.m4a
5,I Feel for You,Chaka Khan,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/fe/58/73/fe58736b-7063-dedc-fe49-b0ccd769cb8d/mzaf_10897176363479422436.plus.aac.p.m4a
6,Out of Touch,Hall & Oates,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2a/d5/54/2ad554ef-589d-65d8-93bb-3f5f96753a13/mzaf_5806964633250098787.plus.aac.p.m4a
7,Everybody Wants to Rule the World,Tears for Fears,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/65/35/2a/65352a41-5fc5-6a81-dcc5-e6fe901046cf/mzaf_8481635651231858167.plus.aac.p.m4a
8,Money for Nothing,Dire Straits,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/24/5d/db/245ddb5f-94f4-0bcf-8e68-1869813c23f6/mzaf_9828113010211845063.plus.aac.p.m4a
9,Crazy for You,Madonna,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/cf/ba/0d/cfba0d47-383e-e563-83fc-e1743de70e25/mzaf_15843230907936057996.plus.aac.p.m4a
10,Take On Me,a-ha,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/32/6f/61/326f618c-1ebc-b0ca-84bf-621a6be6b914/mzaf_7052292689421246104.plus.aac.p.m4a
11,Everytime You Go Away,Paul Young,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/6a/06/76/6a0676dd-5388-68a4-520a-0d84c5d81e86/mzaf_8690500414190261798.plus.aac.p.m4a
12,Easy Lover,Philip Bailey and Phil Collins,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ac/a0/e5/aca0e584-91f3-023f-9f4d-680247d6e40e/mzaf_10201254560076349653.plus.aac.p.m4a
13,Can't Fight This Feeling,REO Speedwagon,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8e/b3/88/8eb388a7-7fca-5d8c-1ab6-7ba93d6088b6/mzaf_3177016266772781708.plus.aac.p.m4a
14,We Built This City,Starship,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1c/92/8d/1c928df6-16e8-438f-ab6b-fcc5f51f7d26/mzaf_13949028588719147948.plus.aac.p.m4a
15,The Power of Love,Huey Lewis and the News,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/c6/57/66/c657660e-cae9-c28c-0e0d-6a5671699265/mzaf_9542096239292966183.plus.aac.p.m4a
16,Don't You (Forget About Me),Simple Minds,1985,https://audio-ssl.itunes.apple.com/itunes-assets/Music/af/78/09/mzm.efwwiiuj.aac.p.m4a
17,Cherish,Kool & the Gang,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/04/c0/49/04c0490a-e2b6-5910-3c3c-42c776bcd0be/mzaf_3734173138267479848.plus.aac.p.m4a
18,St. Elmo's Fire (Man in Motion),John Parr,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/07/54/68/0754682e-f6d1-b413-4feb-d370c193ca31/mzaf_6404351552486788134.plus.aac.p.m4a
19,The Heat Is On,Glenn Frey,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9f/5a/1a/9f5a1ae4-8ce5-8e97-1bc1-8ed25f3beb9f/mzaf_2287891666837580267.plus.aac.p.m4a
20,We Are the World,USA for Africa,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7f/d8/4b/7fd84bad-f49b-c516-799c-80746ec291ff/mzaf_10847887636031808951.plus.aac.p.m4a
21,Shout,Tears for Fears,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/df/7c/a6/df7ca644-33c1-6ab6-3c51-f5db6c5dc2b6/mzaf_10857718151459576605.plus.aac.p.m4a
22,Part-Time Lover,Stevie Wonder,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bd/34/7d/bd347d99-9b48-11c0-4d2c-6cd9b2381890/mzaf_14349925523803308236.plus.aac.p.m4a
23,Saving All My Love For You,Whitney Houston,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a9/02/36/a90236ea-0e43-1a8c-a0b6-d6e97ad2ad6b/mzaf_10363942031053752318.plus.aac.p.m4a
24,Heaven,Bryan Adams,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/85/96/f9/8596f97c-366f-19c4-4673-b641f763abdd/mzaf_9305737620432175918.plus.aac.p.m4a
25,Everything She Wants,Wham!,1985,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/fc/df/c9/fcdfc9c5-dc6e-0382-3e21-66f519469b40/mzaf_12173201206889385847.plus.aac.p.m4a
